2018-08-06 22:42:13,581 [  12580]   INFO - .cloudConfig.CloudConfigClient - === Get cloud config URL: https://cloudconfig.jetbrains.com/cloudconfig/files === 
2018-08-06 22:42:14,985 [  13984]   INFO - cloudConfig.CloudConfigManager - === calculateInitStatus.value: JBA_NOT_CONNECTED === 
2018-08-06 22:42:14,985 [  13984]   INFO - cloudConfig.CloudConfigManager - === End.updateInitStatus === 
2018-08-06 22:42:16,304 [  15303]   INFO - .diagnostic.PerformanceWatcher - Indexable file iteration took 5418ms; general responsiveness: ok; EDT responsiveness: ok 
2018-08-06 22:42:16,314 [  15313]   INFO - indexing.UnindexedFilesUpdater - Unindexed files update started: 57925 files to update 
2018-08-06 22:42:16,809 [  15808]   INFO - ndex.PrebuiltIndexProviderBase - Using prebuilt sdk-stubs from D:\projects\ideaconfig\IntelliJIdea\system\index\.persistent\prebuilt\JavaScript\sdk-stubs.input 
2018-08-06 22:42:27,926 [  26925]   WARN - dea.updater.SdkComponentSource - File C:\Users\Administrator\.android\repositories.cfg could not be loaded. 
2018-08-06 22:42:27,926 [  26925]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/addons_list-3.xml 
2018-08-06 22:42:28,516 [  27515]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android/sys-img2-1.xml 
2018-08-06 22:42:28,975 [  27974]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android-wear/sys-img2-1.xml 
2018-08-06 22:42:29,462 [  28461]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android-wear-cn/sys-img2-1.xml 
2018-08-06 22:42:29,766 [  28765]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/android-tv/sys-img2-1.xml 
2018-08-06 22:42:30,110 [  29109]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/google_apis/sys-img2-1.xml 
2018-08-06 22:42:30,464 [  29463]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/sys-img/google_apis_playstore/sys-img2-1.xml 
2018-08-06 22:42:30,792 [  29791]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/addon2-1.xml 
2018-08-06 22:42:31,269 [  30268]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/glass/addon2-1.xml 
2018-08-06 22:42:31,570 [  30569]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/extras/intel/addon2-1.xml 
2018-08-06 22:42:31,883 [  30882]   INFO - dea.updater.SdkComponentSource - Downloading https://dl.google.com/android/repository/repository2-1.xml 
2018-08-06 22:42:35,969 [  34968]   INFO - stubs.SerializationManagerImpl - START StubSerializationManager SHUTDOWN 
2018-08-06 22:42:35,969 [  34968]   INFO - stubs.SerializationManagerImpl - END StubSerializationManager SHUTDOWN 
2018-08-06 22:42:35,985 [  34984]   INFO - ution.rmi.RemoteProcessSupport - Terminating: 23374/Maven3ServerImplcf707540 
2018-08-06 22:42:36,172 [  35171]   INFO - stubs.SerializationManagerImpl - START StubSerializationManager SHUTDOWN 
2018-08-06 22:42:36,172 [  35171]   INFO - stubs.SerializationManagerImpl - END StubSerializationManager SHUTDOWN 
2018-08-06 22:42:36,172 [  35171]   INFO - il.indexing.FileBasedIndexImpl - START INDEX SHUTDOWN 
2018-08-06 22:42:37,493 [  36492]   INFO - il.indexing.FileBasedIndexImpl - END INDEX SHUTDOWN 
2018-08-06 22:42:37,493 [  36492]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2018-08-06 22:42:37,509 [  36508]   INFO - Types.impl.FileTypeManagerImpl - FileTypeManager: 731 auto-detected files
Elapsed time on auto-detect: 326 ms 
2018-08-06 22:42:37,509 [  36508]   INFO - pl.local.NativeFileWatcherImpl - Watcher terminated with exit code 0 
2018-08-06 22:42:40,535 [  39534]   INFO - indexing.UnindexedFilesUpdater - Unindexed files update canceled 
2018-08-06 22:42:40,750 [  39749]   INFO - mbokPluginApplicationComponent - Lombok plugin disposed for IntelliJ 
2018-08-06 22:42:40,750 [  39749]   INFO - newvfs.persistent.PersistentFS - VFS dispose started 
2018-08-06 22:42:40,765 [  39764]   INFO - newvfs.persistent.PersistentFS - VFS dispose completed 
2018-08-06 22:42:40,765 [  39764]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE SHUTDOWN ------------------------------------------------------ 
2018-08-06 22:42:40,765 [  39764]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
